save_1,save_2,save_3
9.952503662,0.043110352,0.401165771
9.947713623,0.043110352,0.493374023
9.884245605,0.055085449,0.480201416
9.953701172,0.017962646,0.452658691
9.980046387,0.023950195,0.268242188
10.01477417,-0.011975098,0.3556604
9.993218994,0.061072998,0.395178223
9.953701172,0.039517822,0.374820557
9.948911133,0.086220703,0.435893555
9.904603271,0.021555176,0.433498535
9.971663818,-0.008382568,0.405955811
9.984836426,0.029937744,0.423918457
10.00878662,0.080233154,0.366437988
10.08901978,0.034727783,0.336500244
9.916578369,0.003592529,0.40835083
9.879455566,0.053887939,0.451461182
9.915380859,0.075443115,0.444276123
9.909393311,0.016765137,0.376018066
9.96088623,0.033530273,0.41074585
9.966873779,0.028740234,0.422720947
9.91178833,0.023950195,0.445473633
9.982441406,0.058677979,0.413140869
9.966873779,0.037122803,0.415535889
9.969268799,0.077838135,0.468226318
9.909393311,0.067060547,0.471818848
9.944121094,0.033530273,0.35685791
9.936936035,0.037122803,0.405955811
9.957293701,0.098195801,0.41074585
9.96088623,0.067060547,0.420325928
10.02195923,0.063468018,0.344882813
10.01956421,0.013172607,0.298179932
9.952503662,0.047900391,0.490979004
9.988428955,0.081430664,0.395178223
10.00878662,0.026345215,0.310155029
10.06506958,0.055085449,0.332907715
9.987231445,-0.00119751,0.337697754
9.91059082,-0.020357666,0.438288574
9.978848877,0.0490979,0.427510986
9.954898682,0.037122803,0.35685791
9.935738525,0.00239502,0.45984375
9.897418213,0.039517822,0.494571533
9.959688721,0.073048096,0.469423828
9.981243896,0.044307861,0.427510986
9.897418213,0.055085449,0.411943359
9.91059082,0.05029541,0.473016357
9.96208374,0.032332764,0.495769043
9.987231445,0.071850586,0.397573242
9.946516113,0.067060547,0.314945068
9.881850586,0.10059082,0.456251221
9.856702881,0.074245605,0.405955811
10.01597168,0.013172607,0.35925293
9.936936035,0.046702881,0.479003906
9.976453857,0.057480469,0.353265381
9.954898682,0.037122803,0.452658691
10.00998413,0.020357666,0.330512695
10.03752686,0.047900391,0.337697754
9.930948486,0.088615723,0.433498535
9.983638916,0.055085449,0.352067871
9.91418335,0.034727783,0.489781494
10.02674927,0.034727783,0.285007324
9.957293701,0.088615723,0.416733398
10.00878662,0.003592529,0.396375732
9.981243896,0.05149292,0.3556604
9.953701172,0.047900391,0.364042969
9.957293701,0.007185059,0.578397217
10.01118164,0.080233154,0.348475342
9.969268799,0.065863037,0.354462891
9.945318604,0.021555176,0.482596436
9.927355957,0.058677979,0.360450439
9.96208374,0.021555176,0.475411377
9.928553467,0.011975098,0.402363281
9.857900391,0.05029541,0.507744141
9.892628174,0.05269043,0.500559082
9.951306152,0.021555176,0.414338379
9.918973389,0.034727783,0.449066162
9.932145996,0.05269043,0.373623047
9.938133545,0.031135254,0.366437988
9.96567627,0.047900391,0.373623047
9.968071289,0.045505371,0.474213867
9.96567627,0.017962646,0.348475342
9.922565918,0.061072998,0.40954834
10.01597168,0.038320313,0.374820557
9.969268799,0.055085449,0.378413086
9.998009033,0.031135254,0.45864624
9.996811523,0.10178833,0.386795654
10.04710693,0.063468018,0.299377441
10.0183667,0.037122803,0.282612305
10.04111938,0.083825684,0.348475342
9.993218994,0.034727783,0.423918457
9.956096191,0.071850586,0.487386475
10.0063916,0.081430664,0.35805542
9.970466309,0.039517822,0.335302734
10.08542725,0.071850586,0.330512695
9.994416504,0.037122803,0.443078613
9.958491211,0.077838135,0.391585693
9.897418213,0.043110352,0.392783203
9.966873779,0.061072998,0.368833008
9.993218994,0.043110352,0.416733398
10.00160156,0.013172607,0.30776001
9.998009033,0.099393311,0.324525146
9.957293701,0.080233154,0.499361572
9.986033936,0.053887939,0.371228027
10.01237915,0.068258057,0.395178223
10.00998413,0.056282959,0.370030518
9.980046387,0.038320313,0.268242188
9.940528564,0.056282959,0.46104126
9.929750977,0.031135254,0.386795654
10.01956421,0.047900391,0.343685303
9.970466309,0.037122803,0.404758301
9.987231445,0.058677979,0.40715332
9.928553467,0.062270508,0.464633789
9.898615723,0.067060547,0.475411377
9.878258057,0.039517822,0.422720947
9.871072998,0.055085449,0.432301025
9.902208252,0.025147705,0.465831299
9.969268799,0.058677979,0.314945068
9.971663818,0.056282959,0.501756592
9.956096191,0.029937744,0.413140869
9.992021484,0.065863037,0.382005615
9.947713623,0.070653076,0.468226318
9.972861328,0.0490979,0.370030518
9.91298584,0.088615723,0.483793945
10.06866211,0.068258057,0.295784912
9.978848877,0.041912842,0.416733398
9.971663818,-0.003592529,0.402363281
9.953701172,0.041912842,0.338895264
9.96208374,0.046702881,0.399968262
9.934541016,0.071850586,0.46104126
9.987231445,0.063468018,0.354462891
9.999206543,0.067060547,0.337697754
9.978848877,0.008382568,0.40835083
9.91418335,-0.015567627,0.423918457
9.932145996,0.067060547,0.467028809
9.939331055,0.05269043,0.516126709
9.885443115,0.031135254,0.455053711
10.00040405,0.05029541,0.393980713
9.930948486,-0.00239502,0.45864624
10.07105713,0.003592529,0.330512695
10.02555176,0.0490979,0.346080322
10.01956421,0.0490979,0.293389893
10.01237915,0.039517822,0.360450439
9.940528564,0.014370117,0.403560791
9.897418213,0.10178833,0.445473633
10.07345215,0.031135254,0.325722656
10.01597168,-0.008382568,0.376018066
10.00878662,0.023950195,0.366437988
9.953701172,0.064665527,0.470621338
9.986033936,0.041912842,0.354462891
9.980046387,0.031135254,0.367635498
9.993218994,0.068258057,0.275427246
9.966873779,0.016765137,0.3065625
9.978848877,0.004790039,0.45744873
9.924960938,-0.004790039,0.481398926
9.899813232,0.034727783,0.498164063
9.981243896,0.027542725,0.370030518
9.969268799,0.045505371,0.368833008
9.924960938,0.058677979,0.450263672
9.933343506,0.038320313,0.46223877
9.958491211,0.053887939,0.376018066
9.902208252,0.063468018,0.45984375
9.921368408,0.062270508,0.519719238
9.970466309,0.016765137,0.465831299
9.91178833,0.013172607,0.490979004
9.942923584,0.080233154,0.456251221
9.988428955,0.016765137,0.382005615
9.981243896,0.029937744,0.377215576
10.02435425,0.062270508,0.404758301
10.01237915,0.077838135,0.334105225
9.987231445,0.056282959,0.334105225
10.03992188,0.05149292,0.342487793
9.982441406,0.057480469,0.318537598
9.976453857,0.041912842,0.338895264
9.966873779,-0.022752686,0.426313477
9.972861328,0.063468018,0.46104126
9.940528564,0.033530273,0.433498535
9.945318604,0.023950195,0.463436279
9.926158447,0.05149292,0.475411377
9.902208252,0.007185059,0.467028809
9.903405762,0.027542725,0.500559082
9.941726074,0.082628174,0.492176514
9.899813232,0.046702881,0.463436279
9.892628174,0.091010742,0.446671143
9.874665527,0.056282959,0.434696045
9.999206543,0.058677979,0.377215576
9.988428955,0.05269043,0.405955811
10.02794678,0.022752686,0.332907715
9.959688721,0.040715332,0.342487793
10.02195923,0.047900391,0.380808105
9.975256348,0.015567627,0.360450439
9.936936035,0.033530273,0.399968262
9.922565918,0.079035645,0.428708496
9.945318604,0.020357666,0.373623047
9.975256348,0.053887939,0.390388184
9.978848877,0.0490979,0.35805542
9.953701172,0.067060547,0.361647949
10.01477417,0.05149292,0.373623047
9.980046387,0.069455566,0.387993164
9.980046387,0.033530273,0.401165771
9.970466309,0.073048096,0.474213867
10.0303418,0.053887939,0.484991455
9.989626465,0.022752686,0.417930908
9.96447876,0.05029541,0.367635498
9.971663818,0.087418213,0.386795654
9.896220703,0.045505371,0.447868652
9.953701172,0.040715332,0.495769043
9.920170898,0.043110352,0.517324219
9.971663818,0.014370117,0.396375732
9.945318604,0.0490979,0.399968262
9.976453857,0.063468018,0.387993164
9.91418335,-0.00239502,0.414338379
9.975256348,0.070653076,0.46104126
9.96447876,0.114960938,0.361647949
9.969268799,0.041912842,0.40835083
10.01237915,0.05029541,0.377215576
10.00519409,0.085023193,0.360450439
10.00279907,0.074245605,0.380808105
10.0063916,0.003592529,0.344882813
10.00998413,0.037122803,0.330512695
10.02914429,0.075443115,0.376018066
9.990823975,0.068258057,0.401165771
9.903405762,0.034727783,0.490979004
9.926158447,0.033530273,0.473016357
9.959688721,0.025147705,0.444276123
9.91059082,0.075443115,0.465831299
9.939331055,0.064665527,0.46223877
10.00998413,0.083825684,0.310155029
9.945318604,0.039517822,0.40715332
9.976453857,0.029937744,0.416733398
9.987231445,0.061072998,0.383203125
9.959688721,0.0490979,0.402363281
9.91298584,0.046702881,0.531694336
9.959688721,0.056282959,0.444276123
9.966873779,0.035925293,0.403560791
9.969268799,0.069455566,0.437091064
9.945318604,0.053887939,0.482596436
10.01716919,0.107775879,0.35685791
10.01477417,0.10418335,0.344882813
10.06985962,0.031135254,0.312550049
10.02315674,0.057480469,0.349672852
10.00040405,0.027542725,0.348475342
9.996811523,0.083825684,0.30416748
9.984836426,0.071850586,0.311352539
10.05788452,0.055085449,0.349672852
9.96088623,0.043110352,0.392783203
9.935738525,0.055085449,0.373623047
9.998009033,0.089813232,0.441881104
9.863887939,0.086220703,0.473016357
9.940528564,0.026345215,0.441881104
9.897418213,0.095800781,0.480201416
9.924960938,0.053887939,0.465831299
9.954898682,0.017962646,0.40715332
9.96088623,0.069455566,0.364042969
10.00878662,0.039517822,0.347277832
9.96567627,0.015567627,0.398770752
9.986033936,0.055085449,0.352067871
9.956096191,0.041912842,0.434696045
9.924960938,0.009580078,0.453856201
9.999206543,0.038320313,0.376018066
9.96328125,0.040715332,0.440683594
9.980046387,0.095800781,0.422720947
10.04950195,0.079035645,0.348475342
10.00758911,0.082628174,0.344882813
9.976453857,0.023950195,0.362845459
9.946516113,0.022752686,0.380808105
9.953701172,0.056282959,0.417930908
9.96567627,0.071850586,0.426313477
10.03872437,0.013172607,0.401165771
9.936936035,0.020357666,0.494571533
9.96447876,0.046702881,0.440683594
9.954898682,0.083825684,0.372425537
9.976453857,0.055085449,0.415535889
9.978848877,0.045505371,0.452658691
9.954898682,0.023950195,0.514929199
9.924960938,0.025147705,0.445473633
10.00279907,0.071850586,0.340092773
10.00758911,0.05269043,0.289797363
10.04710693,0.05269043,0.324525146
9.906998291,0.041912842,0.411943359
9.928553467,0.021555176,0.516126709
9.922565918,-0.015567627,0.443078613
9.988428955,0.016765137,0.45864624
9.998009033,0.05269043,0.354462891
9.946516113,0.039517822,0.447868652
9.948911133,0.057480469,0.514929199
9.899813232,0.045505371,0.523311768
9.956096191,0.058677979,0.493374023
9.917775879,0.027542725,0.481398926
9.904603271,0.009580078,0.537681885
9.968071289,0.055085449,0.337697754
10.03752686,0.040715332,0.287402344
9.988428955,0.053887939,0.331710205
10.00878662,0.043110352,0.325722656
10.02794678,0.039517822,0.350870361
10.03513184,0.040715332,0.364042969
10.05069946,0.070653076,0.365240479
9.950108643,0.063468018,0.414338379
10.0063916,0.094603271,0.40954834
9.940528564,0.039517822,0.446671143
9.944121094,0.045505371,0.475411377
9.992021484,0.040715332,0.383203125
9.968071289,0.065863037,0.362845459
9.983638916,0.053887939,0.325722656
9.993218994,0.039517822,0.368833008
9.976453857,0.044307861,0.344882813
10.00878662,0.022752686,0.326920166
10.02914429,0.032332764,0.398770752
9.968071289,0.074245605,0.434696045
9.954898682,0.067060547,0.397573242
9.983638916,0.05029541,0.40835083
10.00279907,0.067060547,0.392783203
9.993218994,0.05029541,0.35805542
9.988428955,0.020357666,0.365240479
9.974058838,0.045505371,0.403560791
9.986033936,0.053887939,0.422720947
10.01956421,0.118553467,0.395178223
9.959688721,0.074245605,0.390388184
10.0063916,0.062270508,0.455053711
10.00878662,0.05029541,0.403560791
9.957293701,0.081430664,0.348475342
9.940528564,0.064665527,0.350870361
9.958491211,0.077838135,0.449066162
9.917775879,0.082628174,0.495769043
9.929750977,0.017962646,0.452658691
9.96447876,0.004790039,0.370030518
9.957293701,0.056282959,0.414338379
9.987231445,0.063468018,0.378413086
10.03632935,0.038320313,0.347277832
10.00040405,0.017962646,0.343685303
9.936936035,0.040715332,0.426313477
9.96447876,0.068258057,0.464633789
9.952503662,0.037122803,0.474213867
9.946516113,0.041912842,0.467028809
9.972861328,0.013172607,0.464633789
9.951306152,0.087418213,0.474213867
9.976453857,0.021555176,0.428708496
9.972861328,0.05029541,0.471818848
9.917775879,0.071850586,0.526904297
9.947713623,0.027542725,0.383203125
10.0063916,0.005987549,0.40954834
9.987231445,0.057480469,0.401165771
9.992021484,0.031135254,0.499361572
9.986033936,0.062270508,0.500559082
9.905800781,0.064665527,0.403560791
9.896220703,0.088615723,0.445473633
9.950108643,0.045505371,0.425115967
9.915380859,0.081430664,0.386795654
9.936936035,0.093405762,0.387993164
9.969268799,0.017962646,0.40715332
10.07704468,0.044307861,0.295784912
9.972861328,0.003592529,0.450263672
9.977651367,0,0.433498535
9.96447876,0.096998291,0.340092773
9.987231445,0.05269043,0.385598145
10.0183667,0.031135254,0.35925293
10.02076172,0.011975098,0.279019775
9.990823975,0.026345215,0.35925293
9.998009033,0.027542725,0.365240479
9.975256348,0.091010742,0.335302734
10.0063916,0.055085449,0.427510986
9.96328125,0.093405762,0.440683594
9.96567627,0.026345215,0.35805542
9.91059082,0.05269043,0.416733398
9.96567627,0.092208252,0.501756592
9.944121094,0.05269043,0.453856201
10.00399658,0.070653076,0.427510986
9.959688721,0.040715332,0.451461182
10.02555176,0.063468018,0.384400635
9.941726074,0.035925293,0.453856201
9.968071289,0.038320313,0.382005615
9.988428955,0.067060547,0.341290283
10.0063916,0.055085449,0.348475342
10.00758911,0.010777588,0.313747559
9.996811523,0.065863037,0.341290283
10.01716919,0.053887939,0.432301025
9.975256348,0.05149292,0.437091064
9.983638916,0.091010742,0.441881104
9.971663818,0.068258057,0.445473633
9.946516113,0.069455566,0.438288574
9.968071289,0.037122803,0.402363281
9.932145996,-0.007185059,0.405955811
9.96328125,0.045505371,0.434696045
9.96208374,0.062270508,0.477806396
9.980046387,0.019160156,0.431103516
9.983638916,0.05029541,0.426313477
9.91059082,0.05029541,0.501756592
9.899813232,0.057480469,0.536484375
9.980046387,0.131726074,0.434696045
9.981243896,0.083825684,0.378413086
9.982441406,0.041912842,0.386795654
9.934541016,-0.00119751,0.492176514
9.938133545,0.043110352,0.498164063
9.935738525,0.008382568,0.518521729
9.96567627,0.092208252,0.392783203
9.982441406,0.038320313,0.453856201
9.976453857,0.047900391,0.423918457
9.91178833,0.064665527,0.481398926
9.938133545,0.045505371,0.376018066
10.01716919,0.044307861,0.413140869
9.944121094,0.085023193,0.429906006
9.934541016,0.008382568,0.414338379
9.934541016,0.034727783,0.416733398
9.96088623,0.017962646,0.383203125
9.948911133,0.053887939,0.437091064
